edited,tweets_created_at,id,author_id,text,retweet_count,reply_count,tweet_like_count,quote_count,bookmark_count,impression_count,referenced_tweet_types,happiness,VoteWho
0,2024/11/6 17:58,1.854221799263016e+18,1.6400169183911854e+18,"Today, it’s astounding to hear some of my American friends say they’d choose a convicted, narcissistic male over a well-educated, well-mannered woman PUNC_EXCL  What does this say about where we are as a society PUNC_QUES  HASH_Election2024 HASH_FoodForThought",0,0,0,0,0,26,0,3,2
0,2024/11/6 17:05,1.8542085916678316e+18,3263103115.0,"So, now along with India, the democracy of the US is also in danger PUNC_EXCL  😂 HASH_EMOT_LAUGHonaldTrump HASH_USElection2024",0,0,1,0,0,28,0,4,1
0,2024/11/6 17:33,1.8542155594721485e+18,34394518.0,"Kennedy 2024 Presidental Run Kennedy 2024 Vinyl EMOT_LAUGHecal Sticker Back window
get it here >>

URL

HASH_JFK2024 HASH_Kennedy2024 HASH_blackbusiness HASH_INEMOT_LAUGHEPENEMOT_LAUGHENT HASH_election HASH_reparationNow
HASH_ebay HASH_shopEbay
HASH_election2024",0,2,0,0,0,29,0,5,3
0,2024/11/6 17:42,1.8542178589786647e+18,1673293375.0,"From selling Kulfi to becoming the US President PUNC_EXCL 

Congratulations HASH_EMOT_LAUGHonaldTrump 

 PUNC_EXCL 
 PUNC_EXCL 
 PUNC_EXCL 
HASH_USAElection2024 HASH_USElection2024 HASH_Trump URL",0,0,0,0,0,54,0,6,1
0,2024/11/6 17:19,1.8542120982989207e+18,16487442.0,"All the gay & lesbian friends I have who are on social media are posting suicide awareness info, changing to all black profile pics, expressing extremely fearful 
What exactly do they think Trump is going to do PUNC_QUES  I want to be empathetic  but am genuinely confused PUNC_EXCL  HASH_Election2024",0,0,0,0,0,54,0,3,3
0,2024/11/6 17:20,1.8542123692300447e+18,1.6753318275300805e+18,"Last time I was this happy about a HASH_RedWave she wasn’t pregnant PUNC_EXCL  
HASH_Election2024 HASH_Trump2024 HASH_Kamala HASH_TheView HASH_dontconcede",0,0,0,0,0,77,0,6,3
0,2024/11/6 17:39,1.854217013176284e+18,1.79703902160597e+18,"HNEMOT_LAUGHL_MTGrepp Elon Musk’s role in Trump’s US election win
The world’s richest man, Elon Musk, has been loud in his vocal and financial support for EMOT_LAUGHonald Trump, attending his rallies and donating millions to his campaign PUNC_EXCL  He could get a role in government too PUNC_EXCL  PUNC_EXCL  HASH_Uselection2024 HASH_Trump2024 PUNC_ELLP  URL",0,0,2,0,0,149,1,6,1
0,2024/11/6 17:21,1.854212530979148e+18,1.7316737953609605e+18,"Called it PUNC_ELLP 
HASH_USA2024 HASH_USAElection2024 HASH_USAElections2024 HASH_USElection2024 HASH_USElections2024 HASH_Election2024 HASH_ElectionEMOT_LAUGHay HASH_electionday2024 HASH_elezioniusa2024 HASH_Trump2024 URL",0,0,0,0,0,0,2,5,3
0,2024/11/6 17:26,1.8542136946804367e+18,2868250097.0,"As long as HASH_EMOT_LAUGHemocratParty relies on people such as an HNEMOT_LAUGHL_AishaCMills, the result of presidential elections will be this same one PUNC_EXCL  HASH_Trump HASH_USElection2024 HASH_USAElections2024 HASH_EMOT_LAUGHonaldTrump HASH_Kamala HASH_KamalaHarris",0,0,0,0,0,54,0,3,2
0,2024/11/6 17:31,1.8542151506156265e+18,1.730715477813465e+18,"HNEMOT_LAUGHL_teslavangelist HNEMOT_LAUGHL_RealJJSawyer HNEMOT_LAUGHL_lindayaX HNEMOT_LAUGHL_elonmusk Tesla stocks are skyrocketing 🚀📈 PUNC_EXCL  Investors are already seeing big gains,what are you waiting for PUNC_QUES  Time to jump in and ride the wave PUNC_EXCL  HASH_TeslaRising HASH_Election2024 HASH_tesla",0,0,0,0,0,9,1,7,3
0,2024/11/6 17:25,1.8542135777515727e+18,47401956.0,We most likely never seen a person of color nor woman get that close to being president ever again PUNC_EXCL  HASH_Election2024,0,0,1,0,0,38,0,3,2
0,2024/11/6 17:24,1.8542133479542705e+18,500380157.0,"If you aren’t worried about the HASH_Election2024 results, but others in your life are, PLEASE refrain from telling them that nothing is going to change PUNC_EXCL 

That is not the case for many people under this new administration PUNC_EXCL  We are right to be worried PUNC_EXCL  Your dismissiveness doesn’t help PUNC_EXCL",0,0,0,0,0,57,0,3,3
0,2024/11/6 18:15,1.854226001859064e+18,3014226060.0,Ngl I feel this way rn PUNC_EXCL  💯 HASH_Election2024 URL,0,0,0,0,0,18,0,5,3
0,2024/11/6 17:55,1.854221119584088e+18,1.499142552951341e+18,"HNEMOT_LAUGHL_lulugrnbeing HNEMOT_LAUGHL_VP HNEMOT_LAUGHL_POTUS HNEMOT_LAUGHL_harrisonjaime Those 20MM decided to stay home and/or didn’t exist PUNC_EXCL  HASH_Trump2024 HASH_Election2024  HASH_PeanutandFred 
Now its cool to be a conspiracy denier PUNC_QUES  PUNC_EXCL  PUNC_QUES  Long lines were for change & HASH_America spoke HASH_Trump",0,0,0,0,0,8,1,4,3
0,2024/11/6 18:17,1.8542264934819023e+18,255982326.0,"EMOT_LAUGHespite the lack of support from major media, EMOT_LAUGHonald Trumps presidential race gains traction thanks to Elon Musk and X PUNC_EXCL  This election shows how we can challenge mainstream media houses narratives PUNC_EXCL  HASH_Trump2024 HASH_MediaBias HASH_ElonMusk HASH_Election2024 HASH_USPolitics",0,0,0,0,0,4,0,5,1
0,2024/11/6 17:10,1.8542098264079767e+18,319619581.0,"When I heard the looming results via MSNBC, my first thoughts were for Ukraine and Russias next victim PUNC_EXCL 

Putin can effectively do whatever he likes to Eastern Europe without US intervention PUNC_EXCL 

As for the HASH_USElection2024 result numbers; something stinks PUNC_EXCL 
URL",5,1,4,0,0,302,2,3,3
0,2024/11/6 17:44,1.8542183509369649e+18,1.811419443328946e+18,"I love the smell of freedom in the morning PUNC_EXCL  ❤️🇺🇲❤️ We did it, Patriots PUNC_EXCL  🎉
Time to make America

Great
Amazing
Rich
Based
AF
Golden
Energized

Again PUNC_EXCL  LFG PUNC_EXCL  🔥👏🔥

HASH_USElection2024 HASH_TrumpTrash HASH_LandfillLandslide HASH_MAGA HASH_MAHA",0,0,0,0,0,16,0,9,1
0,2024/11/6 17:28,1.8542143489456287e+18,2765682614.0,"Thank you Lord for bringing this great 🇺🇸 country back into order and alignment with your values PUNC_EXCL  
Help us to pray and turn from our wicked ways PUNC_ELLP 2 chronicles 7:14

HASH_USElection2024 HASH_Trump2024Vance HNEMOT_LAUGHL_realEMOT_LAUGHonaldTrump HASH_MakeAmericaGreatAgain HASH_ThankGod HASH_HelpUsLord HASH_EMOT_LAUGHeliverUsFromEvil",2,0,4,0,0,258,0,7,1
0,2024/11/6 18:01,1.854222574500409e+18,1.6671346528997868e+18,"Rahul Gandhi congratulates EMOT_LAUGHonald Trump on his 2024 win, wishing him success PUNC_EXCL  Sends best wishes to HASH_KamalaHarris for her future PUNC_EXCL  

Read more on URL 

HASH_RahulGandhi HASH_USAElection2024 HASH_USElection2024 HASH_Trump HASH_USElections2024 HASH_Kamala HASH_EMOT_LAUGHonaldTrump2024 HASH_EMOT_LAUGHonaldTrump URL",0,0,0,0,0,0,0,7,3
0,2024/11/6 17:53,1.8542205730831608e+18,21766896.0,"It’s clear that Americans voted in HASH_USElection2024 for lower grocery & gas prices PUNC_EXCL  I hope they will be clear where they are now because I think they will be disappointed when they ask in 4 years ‘whether they are better off today PUNC_QUES ’
How does one educate the majority on economics PUNC_QUES",0,0,0,0,0,27,0,3,3
0,2024/11/6 18:03,1.8542230284834944e+18,9.917735209830972e+17,"MOCKING all of the people who have spent all day every day for the last 8 years trying to keep Trump from getting elected again PUNC_EXCL  Take a break PUNC_EXCL  Have a sandwich PUNC_EXCL  Enjoy the prosperity to come PUNC_EXCL 

HASH_ELECTION2024",0,0,0,0,0,61,0,8,1
0,2024/11/6 17:16,1.854211280208532e+18,1214574734.0,For all of you calling us misogynistic PUNC_ELLP  PUNC_EXCL  Just wait until WE elect the first woman president PUNC_EXCL  It was never about gender PUNC_ELLP  HASH_Election2024 HASH_ElectionEMOT_LAUGHay HASH_MAGA,0,0,0,0,0,52,0,3,3
0,2024/11/6 17:39,1.8542171246566487e+18,1.7190741853462118e+18,"HNEMOT_LAUGHL_IterIntellectus HNEMOT_LAUGHL_GOP HNEMOT_LAUGHL_TheEMOT_LAUGHemocrats HNEMOT_LAUGHL_JebBush HNEMOT_LAUGHL_FloridaGOP HNEMOT_LAUGHL_algore HNEMOT_LAUGHL_esrtweet HNEMOT_LAUGHL_EMOT_LAUGHC_EMOT_LAUGHraino HNEMOT_LAUGHL_MattWalshBlog HNEMOT_LAUGHL_imPenny2x HNEMOT_LAUGHL_elonmusk HNEMOT_LAUGHL_shaunmmaguire There are ways of robbing such ""victories"" of fruit, M PUNC_EXCL  HNEMOT_LAUGHL_IterIntellectus, and I expect that we will ALL be learning about them in the days and weeks ahead PUNC_EXCL  Theres still some breathing room PUNC_EXCL  You may have stolen HASH_Election2024 but you still have to try to *take power* PUNC_EXCL 

~Mono 🦄🔴",0,1,0,0,0,2,1,4,3
0,2024/11/6 17:49,1.8542194465853604e+18,1.6770741451194447e+18,"HASH_USAElection2024 
HASH_USElection2024 
Frustration On manipulating The media The Father of Communism URL",0,0,0,0,0,40,0,3,3
0,2024/11/6 17:16,1.8542111715967631e+18,1.763178907379929e+18,Just give HASH_KamalaHarris a moment before she makes her losing speech PUNC_EXCL  Shes busy PUNC_EXCL  HASH_USAElection2024 HASH_USElection2024 HASH_FoxNewsLive HASH_FoxNews HASH_HarrisWalz2024 HASH_AmericaEMOT_LAUGHecides2024 HASH_PresidentialElection2024 HNEMOT_LAUGHL_BBCRadio4 URL,0,0,0,0,0,14,0,6,2
0,2024/11/6 17:36,1.8542161779644744e+18,1.587881988110762e+18,Well the HASH_Election2024 is over PUNC_ELLP  so if you need something else fun to keep you busy PUNC_ELLP  get on in here let’s go PUNC_EXCL  Waiting for 500 followers to get this game going PUNC_EXCL  Re-post let’s go PUNC_EXCL,0,0,0,0,0,53,0,7,3
0,2024/11/6 17:59,1.8542221811121728e+18,32234860.0,Trump wins Michigan PUNC_EXCL  HASH_Election2024,0,0,0,0,0,81,0,8,3
0,2024/11/6 17:15,1.854210939811152e+18,214673451.0,"Brian Cashman on behalf of HNEMOT_LAUGHL_KamalaHarris 
""EMOT_LAUGHid we play our A game PUNC_QUES  No, but I dont think that automatically means Trump played his PUNC_EXCL  I think we underperformed in places where we thought we would do better but we also outperformed in places we expected to do worse PUNC_EXCL "" HASH_Election2024",0,0,0,0,0,43,0,7,2
0,2024/11/6 17:26,1.8542138729005425e+18,1.355133613738746e+18,"HNEMOT_LAUGHL_iamnot_elon HNEMOT_LAUGHL_realEMOT_LAUGHonaldTrump promised to ENEMOT_LAUGH the war in Middle East and Russia & Ukrain PUNC_EXCL  PUNC_EXCL  PUNC_EXCL  

EMOT_LAUGHrill baby drill PUNC_EXCL  PUNC_EXCL  PUNC_EXCL  Soon $50 〽️⬇️

HASH_Trump2024 HASH_OOTT HASH_OPEC HASH_CrudeOil HASH_WTI HASH_nasdaq HASH_USElection2024 HASH_Commodities HNEMOT_LAUGHL_realEMOT_LAUGHonaldTrump HASH_iran HASH_israel HASH_Russia HASH_Ukraina",0,0,0,0,0,1,1,7,1
0,2024/11/6 17:05,1.8542086186917888e+18,1.402705435313021e+18,"Explained white supremacy and whiteness to my 9 and 10 year old this morning PUNC_ELLP  

so there’s that PUNC_ELLP  

HASH_Election2024",0,1,1,0,0,66,0,4,3
0,2024/11/6 18:00,1.854222215363056e+18,7.117604673838776e+17,"‘Unfriendly country,’ Kremlin spokesperson says ‘not aware’ of Putin’s plans to congratulate HASH_EMOT_LAUGHonaldTrump

HASH_USElection2024 | HASH_USElectionOnWION

Read: URL

URL",0,0,0,0,0,706,0,4,3
0,2024/11/6 17:47,1.8542189736525996e+18,1.183508148755161e+18,"Staying home today, drinking tea and watching HASH_CNN so satisfying PUNC_EXCL  Thanks GOEMOT_LAUGH PUNC_EXCL 
HASH_Election2024",0,0,0,0,0,54,0,9,3
0,2024/11/6 17:18,1.8542118312852849e+18,1.5479530153440911e+18,"just like here in Ireland, progressive celebrities and university edcuated snobs are bamboozled by the fact that poor working class communities dont give a toss about ultra-progressive nonsense HASH_Election2024 HASH_USAElection2024",1,0,4,0,0,96,0,3,3
0,2024/11/6 17:06,1.8542087048385907e+18,1.366141118459609e+18,They did it again  PUNC_EXCL  PUNC_EXCL  PUNC_EXCL  HASH_USElection2024 URL,0,0,0,0,0,12,0,7,3
0,2024/11/6 17:19,1.854211978686018e+18,1.5106809351880783e+18,The White House and Kamala’s team are silent PUNC_EXCL  HASH_vote HASH_Vote2024 HASH_USElection2024,0,0,0,0,0,30,0,5,3
0,2024/11/6 17:25,1.85421347033156e+18,407113566.0,"HASH_Election2024 - Once you understand the game, folks who voted for HASH_KamalaHarris or HASH_EMOT_LAUGHonaldTrump, HASH_EMOT_LAUGHemocrats or HASH_Republicans; you will not be so sad o mad PUNC_EXCL  ""America is not a country, its a business PUNC_EXCL  PUNC_EXCL  PUNC_EXCL  Now fukin pay me"" - Brad Pitt ""Killing Them Softly"" URL",0,0,0,0,1,61,0,3,3
0,2024/11/6 17:29,1.8542146114545336e+18,1.4609899660042035e+18,"HNEMOT_LAUGHL_ocjain4 Congratulations, HASH_EMOT_LAUGHonaldTrump

HASH_Trump HASH_Election2024",0,0,0,0,0,24,1,8,1
0,2024/11/6 18:11,1.8542252260216591e+18,1.805384092784988e+18,"HNEMOT_LAUGHL_guardian  PUNC_EXCL HNEMOT_LAUGHL_guardian The battle for the future of HASH_USA EMOT_FROWNand the worldEMOT_SMILEY PUNC_EXCL 
URL
HASH_Trump HASH_Harris HASH_Trump2024 HASH_WyboryUSA HASH_important HASH_news HASH_day HASH_Election2024 HASH_bidenharris2024 HASH_Biden HASH_TaylorSwift",0,0,0,0,0,0,1,6,3
0,2024/11/6 17:39,1.8542169721389263e+18,8.215603289494692e+17,"TwitterEMOT_FROWNXEMOT_SMILEY had banned him before PUNC_EXCL  This time, the same Twitter helped him win the US ELECTION PUNC_EXCL  PUNC_EXCL  PUNC_EXCL Who would have  thought PUNC_QUES  HNEMOT_LAUGHL_elonmusk
HNEMOT_LAUGHL_realEMOT_LAUGHonaldTrump
HASH_ElonMusk2024 HASH_ElectionEMOT_LAUGHay HASH_USElection2024 HASH_EMOT_LAUGHonaldTrump2024 HASH_Republicans HASH_Kamala URL URL",0,0,1,0,0,8,0,6,1
0,2024/11/6 18:17,1.854226570115748e+18,1617917486.0,We are OFFICIALLY unburdened by what has been PUNC_EXCL  HASH_TrumpWon HASH_USElection2024,0,0,0,0,0,0,0,8,1
0,2024/11/6 17:36,1.854216240979739e+18,1.3158049153907955e+18,"HNEMOT_LAUGHL_MaricopaVote is at it again 
HASH_Election2024 URL",0,0,0,0,0,56,2,5,3
0,2024/11/6 17:08,1.8542091769787315e+18,1.440210292126863e+18,"Zero tolerance to terrorism PUNC_EXCL  PUNC_EXCL  PUNC_EXCL  EMOT_LAUGHear militants be careful 😁

HASH_USAElection2024 HASH_USElection2024 HASH_Modi HASH_PMModi HASH_Netanyahu HASH_USA2024 HASH_Isreal URL",0,0,5,0,0,183,0,6,3
0,2024/11/6 17:26,1.854213702402351e+18,1.1410002911747604e+18,"The strain of anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that my ignorance is just as good as your knowledge PUNC_EXCL  Isaac Asimov PUNC_EXCL  HASH_Election2024",0,0,0,0,0,26,0,3,3
0,2024/11/6 17:18,1.8542117203627827e+18,1.332999478828261e+18,"HASH_Trump is closer to winning New York than Harris is to winning Florida or Texas PUNC_EXCL  

That sums up the election pretty well PUNC_EXCL  An actual comeback LANEMOT_LAUGHSLIEMOT_LAUGHE PUNC_EXCL 

HASH_Election2024 HASH_USAElection2024 HASH_Trump2024",0,0,0,0,0,82,0,8,1
0,2024/11/6 17:25,1.8542135193671803e+18,1.7819128242914345e+18,"Thank you HNEMOT_LAUGHL_elonmusk for spending a fortune on this platform to save it from woke PUNC_EXCL  You changed the course of history PUNC_EXCL  Without your effort, informed choices would be difficult for many PUNC_EXCL  HASH_WokeMindVirus HASH_USElection2024 HASH_HealingJourney",0,0,0,0,0,10,0,8,1
1,2024/11/6 17:52,1.854220381327864e+18,216550707.0,I’m waiting for HASH_QueensBaseball lmao HASH_MetsWin HASH_Election2024 URL URL,0,0,0,0,0,102,2,7,3
0,2024/11/6 17:34,1.8542158045494764e+18,1.786818599056814e+18,Trump apoia Bitcoin HASH_bobnavarro HASH_escoladelucifer HASH_unebrasil HASH_EMOT_LAUGHonaldTrump HASH_bitcoin HASH_noticia HASH_USAElection2024 HASH_Election2024 HASH_Trump2024 URL,0,0,0,0,0,89,0,5,3
0,2024/11/6 17:33,1.8542156417350129e+18,479685370.0,"This is EVERYTHING were feeling today PUNC_EXCL  
HASH_USElection2024 HASH_NotMyPresident URL",1,1,2,0,0,174,0,7,3
0,2024/11/6 17:20,1.8542121574641047e+18,8.217645565988413e+17,HASH_Project2025 will make you shit in your pants american people PUNC_EXCL  Cant wait to see this PUNC_EXCL  You deserve the worst PUNC_EXCL  Hope for some nice big hurricanes too for Florida HASH_Trump2024 HASH_Election2024 HASH_meannow,0,0,0,0,0,32,0,2,3
0,2024/11/6 18:15,1.8542260818987912e+18,2175171672.0,We don’t hear HNEMOT_LAUGHL_RealEMOT_LAUGHLHughley talking PUNC_QUES  We can’t 👂 you sir PUNC_EXCL  EMOT_LAUGHidn’t you say that you could call the president PUNC_QUES  Well call HNEMOT_LAUGHL_KamalaHarris and ask how come she didn’t speak to her base after they waited 6 hours to see her HASH_Kamala2024 HASH_Election2024,0,0,0,0,0,10,0,3,3
1,2024/11/6 17:34,1.854215809028989e+18,123671064.0,"What HASH_EMOT_LAUGHemocrats & left HASH_Liberal can learn after getting obliviated in HASH_Election2024:

1 PUNC_EXCL  Practice what u preach, respect the basket of deplorables, dont be misogynistically divisive; its size will keep increasing otherwise
2 PUNC_EXCL  Be fiscally wise
3 PUNC_EXCL  Put Ur nation 1st, maintain PUNC_ELLP  URL",0,0,0,0,0,30,0,5,3
0,2024/11/6 17:35,1.854216157353726e+18,41790841.0,"This is what theyre saying 
Might be a loong 4 yeaarss for US i guess PUNC_EXCL  HASH_americaisdoomed HASH_USElection2024 URL",0,0,0,0,0,20,2,3,3
0,2024/11/6 18:06,1.8542239498546132e+18,1093843200.0,"My first act as president would be to remove taxes from Holiday bonuses PUNC_EXCL 
HASH_election2024",0,4,2,0,0,69,0,6,3
0,2024/11/6 17:10,1.8542096364189527e+18,476388355.0,"win elections and its great, and sometimes you lose elections, and its f*cking awful EMOT_FROWNas it will beEMOT_SMILEY  because you cant love your country ONLY when you win PUNC_EXCL  The country made its choice, and we will all have to suffer the insufferable PUNC_EXCL  

HASH_Election2024",1,0,0,0,0,35,1,5,3
0,2024/11/6 17:13,1.8542106341096e+18,1.747177734361514e+18,"Jews proudly assume that they control HASH_USA  3  

HASH_USAElection2024 
HASH_USElection2024 
HASH_Trump2024 URL",0,0,0,0,0,59,2,3,3
0,2024/11/6 17:28,1.854214289261007e+18,1.742988379350831e+18,"The CIC has always been in command 
HASH_EMOT_LAUGHonaldTrump HASH_Election2024",0,0,0,0,0,17,0,5,3
0,2024/11/6 17:32,1.854215380182484e+18,17877870.0,HNEMOT_LAUGHL_InPHARMaticist I don’t understand why Americans don’t respect the authority of professional pretenders PUNC_EXCL  HASH_election2024  🤪,0,0,1,0,0,26,1,4,3
0,2024/11/6 18:14,1.8542259723437343e+18,3227169653.0,"You cant fake emotions PUNC_EXCL 
HASH_Election2024 URL",0,0,0,0,0,10,0,5,3
0,2024/11/6 17:05,1.8542084796044744e+18,1.8020445857632952e+18,"Let’s hope no more destabilising countries and overthrowing governments 
HASH_Pakistan HASH_PTI HASH_USElection2024 URL URL",0,0,0,0,0,45,2,5,3
0,2024/11/6 17:05,1.854208419747836e+18,129365944.0,Feeling so good I might just decorate for Christmas early HASH_Trump2024 HASH_Trump2024Vance HASH_Election2024 HASH_USAElection2024 HASH_America HASH_MAGA2024 HASH_MAGA HASH_MAHA,0,0,1,0,0,66,0,9,1
0,2024/11/6 17:11,1.854209965487268e+18,81780013.0,"Is it still funny HNEMOT_LAUGHL_7Veritas4 PUNC_QUES 

That coutndown fucked you harder than diddy at a party PUNC_EXCL  Laugh now you overpaid 🤡 HASH_Election2024 HASH_MAGA HASH_TrumpVance2024 URL",0,0,0,0,0,51,0,4,3
0,2024/11/6 17:07,1.8542090152003213e+18,7.206133065542697e+17,There’s nothing HASH_KamalaHarris would have said or done to be elected by Americans PUNC_ELLP  nothing PUNC_EXCL  HASH_Election2024,0,0,0,0,0,38,0,3,3
0,2024/11/6 17:30,1.8542147436423048e+18,2790560502.0,"This platform not being manipulated by EMOT_LAUGHemocrats was only one factor in Trumps win PUNC_EXCL 

The lack of mail-in ballots took away many opportunities to compromise election integrity

HASH_Election2024",0,0,0,0,0,29,0,6,1
0,2024/11/6 18:09,1.8542245514349325e+18,779374554.0,"Reports are that Nye County in Nevada, which is one of the larger rurals, had an issue over night and will present several thousand ballots shortly

This could solidify the seat for the GOP PUNC_EXCL  There are still some ballots in Clark outstanding however HASH_Election2024",0,0,0,0,0,6,0,5,3
0,2024/11/6 18:13,1.8542257207565765e+18,1.5838464603444677e+18,"Trump is not my president PUNC_EXCL 

HASH_Election2024 HASH_Trump2024",0,0,0,0,0,21,0,2,3
0,2024/11/6 17:50,1.8542199422054932e+18,148460868.0,"Which state has recently shifted its voting system to rank-choice voting for Presidential Elections PUNC_QUES 

HASH_EMOT_LAUGHonaldTrump
HASH_Trump
HASH_USElection2024
HASH_USAElection2024
HASH_USElections
HASH_USA2024",0,0,0,0,0,55,0,5,3
0,2024/11/6 17:13,1.854210515255608e+18,8.11638097674793e+17,Tbh my mood just watching the elections live yesterday HASH_Election2024 HASH_PresidentialElection2024 URL,0,0,0,0,1,85,2,7,3
0,2024/11/6 18:10,1.8542249649178376e+18,1.2186076207995003e+18,Putin watching newsmax like HASH_USAElection2024 HASH_USElection2024 URL,0,0,0,0,0,32,0,5,3
0,2024/11/6 18:05,1.854223534345864e+18,1.8537545254690324e+18,"HNEMOT_LAUGHL_CNN You are WHO YOU CHOOSE to be 💙❤️

URL PUNC_ELLP 

HASH_USElection2024 HASH_Election2024 HASH_EMOT_LAUGHonaldTrump HASH_Trump  HASH_KamalaHarris HASH_Election2024 HASH_ElectionEMOT_LAUGHay HASH_ElonMusk URL",0,0,0,0,0,0,1,6,3
0,2024/11/6 18:00,1.854222274951594e+18,1.6539405374211072e+18,"Trump just won Michigan PUNC_EXCL  The blue belt is broken for the first time since 2016 PUNC_EXCL 

HASH_Trump2024Vance HASH_MI HASH_ElectionEMOT_LAUGHay HASH_Election2024",0,0,1,0,0,100,0,8,1
0,2024/11/6 17:47,1.8542191491840453e+18,1011687524.0,"Trumps victory was a landslide PUNC_EXCL  Its not just because of third-party voters PUNC_EXCL  You cant blame them for this PUNC_EXCL  This is what a majority of Americans voted for PUNC_EXCL  He didnt just win the electoral college PUNC_EXCL  He won the popular vote as well PUNC_EXCL  

HASH_USAElection2024 HASH_USElection2024 HASH_Trump",0,0,0,0,0,38,0,8,1
0,2024/11/6 17:29,1.854214642979279e+18,1.29378024705015e+18,"HNEMOT_LAUGHL_harryjsisson ""Aww PUNC_EXCL  Look at him, fellas PUNC_EXCL  You cryin, boy PUNC_QUES  You cryin, boy PUNC_QUES  Maybe well go to McEMOT_LAUGHonalds and get you a whaa-burger and some French cries PUNC_EXCL  How about a Whineken PUNC_QUES ""
HASH_USAElection2024 
HASH_USElection2024 
HASH_Election2024 
HASH_ElonMusk2024
HASH_EMOT_LAUGHemocraten 
HASH_electionday2024 

Loser PUNC_EXCL  URL",0,0,0,1,0,77,0,4,3
0,2024/11/6 17:13,1.8542105566952983e+18,26433902.0,What comes next PUNC_QUES  HASH_election2024 HASH_persevere  URL,0,0,0,0,0,30,0,4,3
